label,titel,text,ämne
0,Får bara vänstern vara extremister?,Varför har Vänsterpartiet så svårt att hålla rent från extremister Ledarskribenten Adam Cwejman konstaterar i Göteborgs-Posten att det är ett återkommande problem med revolutionsromantik och hyllningar av våldsverkare bland Vänsterpartiets företrädare. Varför är rösterna mot vänsterextremister färre än de mot högerextremister? ,Politik
0, Därför är svensk media livrädd för Elon Musk och Donald Trump , Röster i svensk etablissemangsmedia har starka reaktioner på det samtal Elon Musk hade med Donald Trump på plattformen X. Vad är det man är så upprörd över?,Utrikes
0,Är det media som får folk att oroa sig för klimatet?,"Enligt en mätning från Svenska dagbladet/Demoskop minskar klimatet i betydelse när väljarna ska rangordna de viktigaste sakfrågorna. Hur kommer det sig? Riks panel bestående av Nickie, Linn, och Elias kommenterar.",Politik
0,Centerpartiet vill tvångswokeifiera svenska familjer,Mira har fått syn på ett utspel av Centerpartiet som går ut på att tvinga svenska familjer att bli mer woke. Hör henne resonera kring vem som ska uppfostra barn - föräldrar eller stat.,Politik
0,Riks-tittare: Svenskar som talar klarspråk målas ut som rasister,,Politik
0,Ebba Buschs islambråk: 'Vill kroka arm med muslimer'," Kristdemokraternas partiledare Ebba Busch anklagas av debattören Nalin Baksi, en före detta socialdemokratisk riksdagsledamot, för att svartmåla islam. Vem är en så kallad 'islamist' och vem är bara en muslim? Riks panel bestående av Nickie, Richard, och Elias diskuterar. ",Politik
0,Chang Frick förklarar kravallerna i England Text:,"Magdalena Andersson hyllar Miljöpartiet för batterifabriken Northvolt    en “framgång” som nu kantas av miljardskulder, dödsfall och varsel. Samtidigt kräver Miljöpartiet att regeringen ska rädda det krisande projektet. Det är symptomatiskt för vänstersidan: skapa problemen, och lämna städjobbet till nästa regering. Precis som med kriminaliteten    där Socialdemokraterna importerar problemen, för att sedan kräva att någon annan ska lösa dem.",Politik
0,Detta har svensk media inte berättat för dig om brittiska kravallerna ,"De invandringskritiska demonstrationerna och upploppen i flera engelska städer sker mot bakgrund av en lång rad svek från invandringsvänliga politiker och muslimsk aggression mot den infödda befolkningen. Riks panel bestående av Rebecca, Linn, och Elias berättar vad svensk media ignorerat eller ljugit om, för att svartmåla britterna som tröttnat på massinvandringen.",Utrikes
0,Toppliberalens drag queen attack mot Sverigedemokraterna,Så skämde liberalerna ut sig under Stockholm pride. ,Politik
0,Sörman reagerar: Se hur SVT:s Anna Hedenmo avslöjar sina SD-antipatier ," Anna Hedenmo, fd nyhetsankare på SVT, har skrivit en ledartext i Dagens Nyheter där hon tar tydlig ställning mot Jimmie Åkesson och Sverigedemokraterna. Återigen visar det sig alltså att journalisterna på public service hyser vänstersympatier och att de ser invandrarna som utsatta offer. Vem är förvånad?",Politik
0,Riksronden: Folkutbyte och konspirationsteorier , Richard Sörman och Dick Erixon (SD) har läst två artiklar om begreppet folkutbyte. När skulle det vara motiverat att använda ordet? Hur ska det uppfattas? Vad är en konspirationsteori? Och har vi inte redan genomgått ett folkutbyte om man säger att det inte längre finns någon tydlig svensk etnicitet? ,Samhälle
0,Riks opinion: Svenska kyrkan måste våga säga nej till islam,Ärkebiskop Martin Modéus sa i veckan i Almedalen att Sverige måste välkomna islam. Han förnekade också att Svenska kyrkan är politisk. 'Vi ser saker ur ett Jesus-perspektiv' menade ärkebiskopen. Richard Söman kommenterar och sparar inte på kritiken. Sverige är inte Jesus. Vi kan inte vinna genom att dö. Svensk kristenhet måste göra motstånd mot islams etablering i Sverige.,Religion
0,Svenska folket    Myt eller verklighet? Skolkort från 1900-talet.', I diskussionen kring folkutbytet hävdas det ibland att det aldrig funnits något homogent svenskt folk. Richard Sörman tittar på några skolkort från 1940- och 1970-talen och konstaterar att nästan alla skolbarn hade svenska namn. En gång hade Sverige en svensk befolkning. ”.,Historia
0,Därför eldar svensk media på 'klimatkrisen',Det finns ingen klimatkris. Sommar och högsäsong för propaganda och konspirationsteorier om “klimatkrisen”.,Klimat
0,: L-hotet: Spräng Tidöregeringen    Men vågar de?," Tre gamla profiler från Liberalerna kräver nu att partiet river upp Tidöavtalet, och att det var en dålig idé att samarbete med Sverigedemokraterna. Detta samtidigt som det ryktas om att det gnisslar mycket internt mellan partierna i Tidö, och att regeringen är instabil. Hur sannolikt är det egentligen att Liberalerna orsakar en regeringskris? Vem har att vinna mest på det? ",Politik
0,Markus Allard förklarar: Därför får vi idiotdebatter i Sverige,Jacob Hagnell och Markus Allard går igenom den senaste tidens debatt om folkutbytet. De förklarar varför debatten i Sverige alltid blir idiotisk. ,Politik
0,Naken migrant skändar romerskt kulturarv ," I en video som publicerades den 20 oktober visas det hur en naken migrant skändar en romersk fontän genom att bada naken i den. Detta bryter mot den italienska lagen om offentlig anständighet och lagstiftning som skyddar kulturarv. När poliserna skulle gripa gärningsmannen så gjorde han våldsamt motstånd. Händelsen ska enligt uppgift inträffat vid Fontana delle Naiadi, belägen på Piazza della Repubblica i Rom. Fontänen är känd för sina nakna nymf-statyer. Migranten, som är en nigeriansk medborgare, greps för bland annat våld mot tjänsteman. ”.",Kriminalitet
0,Låt Northvolt gå i konkurs    och ta över fabriken,"Northvolts helägda dotterbolag Northvolt Ett Expansion, som ansvarar för utbyggnaden av batterifabriken i Skellefteå, har redan försatts i konkurs. Med sammanlagda skulder på två-tre miljarder kronor. I måndags lyckades moderbolaget Northvolt AB, ägt av Volkswagen, BMW och diverse riskkapitalister, skrapa ihop 287 miljoner kronor för att täcka uteblivna skatteinbetalningar.Ett av de obehagligare alternativen var att styrelsens medlemmar skulle bli personligt ansvariga för denna skatteskuld, vilket naturligtvis inte går för sig i en kapitalistisk ekonomi. De som satts att förvalta ett skojarbolag som Northvolt AB ska givetvis inte behöva ta ansvar för sina svindlande affärer.Skatteverket fick sina pengar, vilket är det minsta man kan begära. Kvar finns cirka tvåhundra fordringsägare, framför allt småföretagare i byggbranschen och diverse underleverantörer, som inte fått sina fakturor betalade.Och kvar var finns framför allt 1.600 anställda    i Skellefteå, Västerås och Stockholm    som nu förlorar sina jobb.Vi tycker synd om småföretagarna. Fast bara lite. Har man gett sig in i den kapitalistiska leken får man den kapitalistiska leken tåla. Det viktiga här är att uppsägningarna på Northvolt är toppen på ett isberg. När de svindlande affärerna ska summeras handlar det i lägre led om dubbelt, kanske tredubbelt så många förlorade jobb. Arbetarklassen får som alltid ta den största smällenNorthvolt grundades 2015 av Peter Carlsson, som ännu är vd för företaget. Carlsson hämtades direkt från Tesla. Huruvida skojarkungen Elon Musk hade ett finger med i detta spel vet vi inte, men anslaget var i vart fall storståtligt. Northvolt skulle befria Europa och Nordamerika från beroendet av den statsunderstödda kinesiska batteriindustrin, som i detta läge levererade bättre batterier till halva priset. Så kan profithungriga västkapitalister inte ha det.I Sverige sköt staten till 600 miljoner kronor i rent stöd till Northvolts etablering och Riksgälden gick i borgen för 12,5 miljarder kronor i lån.I andra länder var den fria konkurrensens riddare ännu mer generösa. I Tyskland fick Northvolt motsvarande 10 miljarder kronor i statsstöd och i Kanada 20 miljarder kronor. Lägg därtill att tjänstvilliga politiker i Skellefteå servat Northvolt med ambitiösa planer på nya bostäder och ny social infrastruktur och det verkliga samhällsstödet är mångdubbelt större.I en global kapitalistisk ekonomi har snedvriden konkurrens uppenbarligen olika premisser.Kommunistiska Partiet ser en grön omställning som en viktig och avgörande framtidsfråga. I denna omställning ingår en elektrifiering av fordonsflottan, där privatbilismen i ett glest befolkat land som Sverige är fortsatt behövd, framförallt på landsbygden. I städer förordar vi istället en utbyggd och gratis kollektivtrafik.Elektrifiering kräver batterier. Här kan man diskutera om statsunderstödd inhemsk produktion verkligen är samhällsekonomiskt bättre än import av billiga kinesiska batterier, särskilt som en god del av komponenterna i den inhemska produktionen är importerade från Kina. Men låt oss lämna detta frågetecken därhän. Batterier behövs i såväl bilar som för lagring av el och givetvis är det bra med inhemsk produktion. Om den är hållbar.Här hopar sig genast en rad andra frågetecken.Det första gäller arbetarskyddet. Produktion av litiumbatterier inkluderar farliga kemikalier och kräver därför extraordinära åtgärder för att skydda de anställda på golvet. Frågan blir då om ett profitdrivet kapitalistisk företag, till delar ägt av riskkapitalister, är lämpat för en sådan produktion.Vad gäller Northvolt är frågan med ett öronbedövande nej besvarad. I fabriken i Skellefteå har arbetarskyddet konsekvent negligerats, vilket enligt huvudskyddsombudet lett till 47 registrerade arbetsplatsolyckor sedan 2019. De oregistrerade olyckorna, som inkluderar anställdas plötsliga och oförklarliga död i hemmet, finns inte med i denna statistik.Detta ger en gammal och bara alltför många gånger bekräftad sanning. Profitproduktion ger döda arbetare.Det andra frågetecknet gäller samhällsintresset. Är det försvarbart att överlämna den för samhället nödvändiga gröna omställningen till profitdrivna kapitalistiska bolag? Northvolt har svarat med samma öronbedövande nej. Istället för att producera batterier har Northvolt producerat konkurs.Nu ställs frågan om staten ska gå in och rädda Northvolts ägare från den hotande konkursen. Näringsminister Ebba Busch svarar nej, och för en gångs skull håller vi med detta notoriska högerspöke. Det är inte ägarna som ska räddas, utan produktionen, som är av samhällsekonomiskt intresse.På ett principiellt plan förordar vi en expropriering av Northvolt. Den nödvändiga gröna omställningen kräver samhälleligt ägande och samhällelig planering. Ta helt sonika över konkursbolaget!I ett kortare perspektiv är denna självklara ståndpunkt dessvärre inte självklar. Politikens drängar och pigor, i riksdagen samlade från höger till vänster, svär marknadskrafterna evig trohet. Ordet ”expropriering” finns inte längre kvar i det politiska etablissemangets ordbok. Här håller vi definitivt inte med det marknadsliberala spöket Ebba Busch. ",Ekonomi
0, Sjunde oktober avslöjade terrorstatens rätta ansikte,"  Runt hörnet skymtar den sjunde oktober    årsdagen för det palestinska motståndets motangrepp mot den israeliska apartheidregimen.Först attackerades vapeninstallationer och övervakningssystem som varit en del av den ”säkerhetsbarriär” som Israel byggt runt Gaza. De israeliska gränsövergångarna Kerem Shalom och Erez    som Israel använt för att upprätthålla den olagliga blockaden av Gaza och tvinga befolkningen till fattigdom    erövrades och tusentals palestinier kunde ta sig ur världens största ghetto.Det kommer nu skrivas ytterligare spaltmeter om den historiska händelsen, men låt oss tala klarspråk. Det palestinska motangreppet var en fullständigt naturlig reaktion på decennier av förtryck och apartheid.Det går till och med att säga att det var nödvändigt. I åratal har palestinierna försökt vinna sin frihet men även när man protesterat fredligt har man mötts med krypskytteeld och flyganfall. Motståndet tvingades bryta ny mark och från Tel Aviv till Bryssel och Washington syntes både skräck och förvåning hos imperialisterna och deras politiska megafoner; de förtryckta har haft mage att slå tillbaka!Sjunde oktober visade att Israel kunde förlora, och förnedrade både den israeliska underrättelsetjänsten och ockupationsarmén. För Israel, ett av världens mest militariserade länder, innebar det både en politisk och existentiell kris. Alla hämningar släppte och folkmordsretoriken som varit närvarande i alla år förverkligades med full kraft.När Ulf Kristersson i Dagens Nyheter säger att antisemitism är värre än islamofobi är det ett uttryck för samma unkna rasism och kolonialism som hela det sionistiska projektet Israel bygger på.Det är tragiskt att varken den svenska och europeiska borgerligheten har lärt sig ett dyft av andra världskrigets förbrytelser. Istället har de anpassat sig och accepterat decennier av israelisk avhumanisering och folkmordsretorik mot Palestinas folk. Något som till slut utvecklats till carte blanche för de krigsbrott vi dagligen ser. /../ Israel kan begå krigsbrotten helt öppet och de ursäktas och försvaras av både amerikanska och svenska så kallade experter. I SVT kallar Magnus Ranstorp det israeliska bombanfallet som i fredags dödade Hassan Nasrallah för ”kirurgiskt”    detta om ett bombregn som jämnade ett kvarter med marken, och som enligt israelerna själva beräknas ha dödat omkring trehundra människor.",Utrikes
0,Än en gång sviker Sveriges regering Palestina  ,"  När FN:s generalförsamling onsdag den 18/9 med stor majoritet röstade för att Israel ska dra sig tillbaka från ockuperade palestinska områden ställde sig Sverige ännu en gång i den internationella skamvrån och på ockupationsmaktens sida.124 länder röstade för resolutionen, som bland annat säger att Israel måste lämna de ockuperade områdena inom ett år och ska hållas ansvarig för sina brott mot humanitär rätt.14 länder röstade emot resolutionen. Däribland apartheidstaten själv, dess i särklass viktigaste uppbackare USA samt Argentina    där den högerextrema och extremt Israelvänliga Javier Milei är president.Sverige sällade sig till de 43 länder som lade ner sina röster, tillsammans med bland annat Storbritannien, Kanada och Ukraina.Därigenom sviker Sverige återigen palestinierna, efter att tidigare ha ställt in biståndet till FN-organet Unrwa    som fått fler än 220 av sina medarbetare dödade i Gaza i Israels pågående folkmord    och lagt ner sin röst när FN röstat om vapenvila i Gaza.Långt ifrån alla EU-länder valde att likt Sverige i praktiken öppet ställa sig på Israels sida. Bland annat Spanien, Frankrike och Grekland röstade för resolutionen, liksom Portugal och Finland.Resolutionen bygger på den internationella domstolen ICJ:s utlåtande från i juli år, som slår fast att Israels ockupation är olaglig och måste upphöra.",Utrikes
0,Regeringen gör ont värre ," Finansminister Elisabeth Svantesson är förbannad. I flera veckor har hon och Tidöpartierna lagt ut en långrev med betade krokar inför presentationen av höstbudgeten den 19 september. Så förstör olyckan Tobias Billström hela det grandiosa upplägget. Genom att rikta allt medialt fokus mot sig själv och sin plötsliga avgång.Givetvis handlar Billströms avgång om politik. Men inte om några stora meningsskiljaktigheter om utrikespolitiken    minns för all del att Billström betecknade Israels folkmord i Gaza som ”proportionerligt” och att han är en aktivistisk anhängare av Natos proxykrig mot Ryssland.Avgången handlar inte om utrikespolitiken, utan om makten över den. Sedan valet 2022 har SD tagit plats i regeringskansliet i Rosenbad. Med rätt att lägga veto mot alla delar av politiken, inklusive utrikespolitiken. Detta har förvandlat Billström till en skadeskjuten kråka. Detaljerna i utrikespolitiken avgörs inte längre i Arvfurstens palats utan i Rosenbad, där SD styr och ställer med Kristersson.Resultatet blev att den självmedvetne Billström gick och att det kaxiga SD sitter kvar. Nästa utrikesminister lär bli mer mjukryggad.Åter till Svantesson. Efter debaclet med Billström ligger manegen krattad för finansministern. I denna vecka riktas fokus mot regeringsförklaringen och i nästa har hon sin stora budgetshow. När detta skrivs är regeringsförklaringen ännu inte presenterad, men det spelar mindre roll. Regeringspolitiken är väl känd och regeringsförklaringar är numera förljugna partipolitiska utspel, där statsministern gör sitt bästa för att dölja regeringspolitikens verkliga innehåll.Vad är det för frågor som en ansvarsfull regering har att tackla anno 2024? Vi vill peka på tre. Sverige har en välfärdskris, med jättelika underskott och lika jättelika nedskärningar i regioner och kommuner; vi har en arbetslöshetskris, med en registrerad arbetslöshet på 8,8 procent; och vi har en kris bestående av galopperande klassklyftor, en kris som till och med en kapitalistorganisation som OECD påpekat.I samtliga dessa kriser fortsätter Tidöregeringen att göra ont värre.",Politik
0,Arbetarklassen gav EU fingret  ," EU-valet är över och vi säger hejdå till de 21 svenska EU-parlamentariker som de flesta inte kan namnen på och som med något enstaka undantag inte kommer synas för väljarna förrän om fem år vid nästa EU-val.De 21 svenskarna ska tillsammans med 699 andra parlamentariker nu låtsas ha makt och inflytande. Den verkliga makten ligger hos kommissionen och ministerrådet och dikteras av 30.000 lobbyister, där störst kassa och bäst mutor ger betydligt mer inflytande än den marginella påverkan ledamöterna i EU-parlamentet har.Detta vet många väljare och det är en viktig orsak till det låga valdeltagandet i EU-val efter EU-val. Glädjande nog sjönk valdeltagandet med 1,88 procentenheter och landade på 53,4 procent.De tre senaste EU-valen har det svenska valdeltagandet ökat. Det trodde makten skulle ske även denna gång. Men de segerrusiga politiker som samtliga, utom SD, på ett motbjudande sätt utropade sig till segrare på valnatten smolkas i sitt segerrus av att de åtnjuter så lågt folkligt stöd. ",EU
0,Bojkotta EU-valet    en motståndshandling,EU är ett högerprojekt skapat av Västeuropas monopolkapitalister för att stärka sin makt. Detta kan inte förändras inifrån av ett tandlöst parlament som saknar rätt att lägga egna lagförslag.,Politik
0, Först rejäl återinvandring!," Tidöregeringen väljer att sänka priset på snus och plastpåsar    samtidigt som de fortsätter att dela ut hundratusentals medborgarskap.Vår prioritering är glasklar: Gärna sänkt pris på plastpåsar, men först en rejäl återvandring!",Invandring
0,Överfallet på den 91-åriga damen... ,"Överfallet på den 91-åriga damen skär djupt in i själen. Gärningsmannen borde aldrig fått passera gränsen, borde inte fått uppehållstillstånd och borde ha utvisats för längesen. Priset för någon sorts förment ”godhet” fick inte betalas av de ansvariga utan av en 91-årig nybliven änka samt en rad tidigare brottsoffer.Samma år som gärningsmannen verkar ha kommit till Sverige, 2015, bad dåvarande statsminister Stefan Löfven mig från riksdagens talarstol att slå upp ordet empati. Frågan är om han själv, och Socialdemokraterna, har slagit upp det ordet. Troligtvis inte. För varför skulle de då släppt in människor i landet som de inte haft någon som helst koll på och sedan låta dem stanna när det visat sig att de saknar all respekt för vårt land och vår befolkning? Känner man ingen som helst empati för alla svenskar som blivit våldtagna, bestulna och rånade? Kan man se den 91-åriga damen i ögonen och ursäkta sig med att man varit naiv?Tyvärr tar det tid att ändra lagar, men utvecklingen går nu åt rätt håll. I mitt och Sverigedemokraternas Sverige finns i alla fall ingen plats för kriminella utlänningar och vi kämpar oförtrutet vidare mot det målet.-- Jimme Åkesson",Invandring
0,Vi behöver en effektiviseringsminister ,"Vi behöver som i amerika en effektiseringsminister som ser till hur politiker och statligt anställda arbetar för Sverige.Det är nog många där som bara hämtar sin lön.Där är nog mycket pengar att hämta in, och många tjänster som kan dras in.",Politik
0,Sverige ut ur EU!  ," Om svenska folket hade vetat vad EU skulle bli, hade vi aldrig röstat ja    med knapp marginal    i folkomröstningen för exakt 30 år sedan: den 13 november 1994.Det är nu tydligt att politikerna vilseledde och ljög för svenska folket inför folkomröstningen. Sedan dess har flera fördrag skrivits under som flyttat ännu mer makt till EU    fördrag som vi aldrig fått säga vår åsikt om. EU har dessutom utvidgats från 15 till 27 länder, och nu är Ursula von der Leyens plan att ta in några av Europas mest korrupta och fattigaste länder    inte heller det har vi blivit tillfrågade om.En central princip i EU:s funktion är att EU-lag står över nationell lag. Om de står i konflikt med varandra, är det EU-lag som gäller, trots att riksdagen (officiellt) är Sveriges högsta beslutande organ. Detta var inte känt när vi gick med, utan är en senare tolkning av EU:s fördrag som skett av EU:s egen domstol.Alternativ för Sverige kräver en ny folkomröstning. Vi är säkra på att Swexit-sidan har god chans att segra i en sådan. Om vi fick en offentlig debatt om EU-medlemskapet, skulle miljoner svenskar få upp ögonen för hur mycket makt och pengar som förs över till EU varje år.Etablissemanget fruktar detta, och just därför vill de inte ge svenskarna den möjlighet som britterna fick 2016, nämligen att få höra båda sidors argument och därefter få säga sin åsikt.🇸🇪 För ett självständigt Sverige. Vi är starkare utanför EU.  ",EU
0,Poliser i tjänst ska inte bära slöja ,Poliser i tjänst ska inte bära slöja. Det borde vara en självklarhet att all myndighetsutövning ska vara neutral och att uniformerna därför ska vara helt fria från såväl religiösa som politiska markörer.,Politik
0,Socialdemokrat får kritiska frågor    blir tyst och stirrar ," Förra veckan ställde partiledare Gustav Kasselstrand frågor till Peter Hultqvist om Natosvängningen.Han vägrade att svara, skrek “högerextremist!” och sprang iväg.Hans kollega i försvarsutskottet, Markus Selin, vägrar också att svara på frågor, men på ett annat sätt: han blir tyst och stirrar i flera minuter. Se filmen ovan!‼️ Stöd landets självständighetsparti, Alternativ för Sverige. Bli medlem! Och slut upp med oss på fackeltågen i Göteborg den 6 november och Stockholm den 30 november",Politik
0,Debatt: Vräk kriminella hyresgäster ,"År 2010 valdes jag som 18-åring in i Kungsbacka kommunfullmäktige för SD. Jag och mina partikamrater varnade då för att kriminella skulle få fotfäste i Kungsbacka på grund av att politikerna förde en ansvarslös invandringspolitik. De styrande hånade oss och skrattade bara. Men efter skjutningen rakt in i en lägenhet på Rosengatan nyligen kan vi på goda grunder anta att så blivit fallet. En av personerna som bor på adressen är känd av polisen och var sannolikt måltavla för attacken.Och nu skrattar nog inte politikerna längre. Några inser kanske att de stått för en skadlig politik. Men vad gör de åt saken? I det här fallet har man alla möjligheter att agera. Fastighetsägare är nämligen allmännyttan, d.v.s. det kommunala bostadsbolaget Eksta. Det är ett bolag som är politiskt styrt och Ekstas styrelse består av politiker utsedda av fullmäktige. Alltså kan vi ställa större krav på Eksta än vad vi kan göra på de privata bostadsbolagen.Dessutom finns nu nya verktyg. Så sent som den 1 juli i år ändrades hyreslagen, där man gör det enklare för hyresvärdar att vräka kriminella hyresgäster, som påverkar boendemiljön negativt och som genom sin kriminalitet utsätter andra hyresgäster för en fara. Flera kommuner, inte minst Malmö har också börjat göra detta. Det är inte meningen att skötsamma hyresgäster ska utsättas för livsfara eller tvingas flytta bara för att politikerna inte tar sitt ansvar.När en fastighet får problem med råttor eller andra skadedjur agerar de flesta fastighetsägare snabbt, så att skadedjuren inte får fäste i huset. På samma sätt måste politiker agera när kriminella börjar ta över våra bostadsområden. Annars kommer det att sluta som i Göteborg där dessa tagit över hela stadsdelar.Det är värt att nämna att kommunen har sagt upp hyresgäster av liknande skäl tidigare. Kommunfullmäktige röstade för drygt tio år sedan om att säga upp MC-klubben Tragisk MC från en av kommunens föreningslokaler. Klubben anklagades av Polisen för att ha samröre med kriminella MC-gäng. Hyreskontraktet revs och MC-klubben tvingades att flytta. Nu är det Ekstas tur att agera.",Samhälle
