label,titel,text,ämne
1,Supertyfonen slår till – skylten demoleras,Kvarts miljon människor har flytt • Sjätte tyfonen på en månadPå lördagen nådde supertyfonen Man-yi Filippinerna – den sjätte tyfonen att slå mot landet på en månad.,Väder
1,Jagas över hela världen – frun död i baklucka på bil,"Hans fru hittades död i bakluckan på en bil.Nu jagas Pankaj Lamba över hela världen, skriver Telegraph.– Vi tror att han nu har lämnat landet, säger Paul Cash vid polisen.Den 13 november anmäldes 24-åriga Harshita Brella från engelska Corby som saknad.Dagen därpå hittades hennes kropp i bakluckan på en bil i Ilford, nästan 16 mil från hennes hem. En rättsmedicinsk undersökning bekräftade att Harshita hade blivit mördad.– Harshita var en ung kvinna i början av 20-årsåldern med hela livet framför sig. Det är oerhört tragiskt att hennes liv avslutats på detta sätt, säger Johnny Campbell vid polisen.Maken jagas internationelltMisstankarna riktades snabbt mot Harshitas make Pankaj Lamba, i synnerhet på grund av en domstolsorder utfärdad i september som förbjöd mannen från att kontakta den 24-åriga kvinnan.– Våra utredningar tyder på att Harshita mördades i Northamptonshire tidigare denna månad av sin make, säger Paul Cash vid Northamptonshire-polisen.Polisen tror att Lamba efter att ha mördat Harshita körde till Ilford med hennes kropp.Han tros nu ha lämnat landet och polisen har nu inlett en internationell jakt på Pankaj Lamba. Man har släppt en bild på Lamba och uppmanar alla med information som kan leda till hans gripande att kontakta dem.",Kriminalitet
1,Biden och Xi: Inga AI-styrda kärnvapen,"AI bör inte få kontrollera eller ta beslut om kärnvapen.Sådant ansvar behöver stanna bland människor.Det slår världsledarna Joe Biden och Xi Jinping fast under ett möte, rapporterar Reuters.USA:s president Joe Biden och Kinas ledare Xi Jinping träffades i Perus huvudstad Lima under lördagen. Det skedde i samband med ett möte inom Asien-Stillahavsregionens ekonomiska samarbetsorganisation, Apec.Under världsledarnas möte hann de diskutera flera saker, däribland Nordkorea och kriget i Ukraina.De pratade också om ett relativt nytt ämne: AI och kärnvapen.”Försiktigt och ansvarsfullt”Enligt nyhetsbyrån Reuters kom Biden och Xi överens om att det behöver vara människor, inte AI, som fortsatt har kontrollen och tar besluten om kärnvapen.I ett uttalande från Vita huset går att läsa:”De två ledarna bekräftade behovet av att bibehålla kontrollen över besluten att använda kärnvapen.”Det fortsätter:”De två ledarna betonade också behovet av att noggrant överväga potentiella risker och att utveckla AI-teknik inom det militära fältet på ett försiktigt och ansvarsfullt sätt.”Enligt Reuters var diskussionen den första i sitt slag om just AI och kärnteknologi. Nyhetsbyrån har sökt den kinesiska regeringen om frågan, men utan att få ett svar.",Utrikes
1,Så påverkas din hjärna av en skogspromenad – jämfört med att gå i stan,"Hjärnan reagerar olika beroende på om vi promenerar i skogen eller i stadsmiljö. En stressad hjärna får betydligt mer vila när den omges av natur.– Naturen är inte bara trevlig, den är bokstavligen fördelaktig för vår hjärna och kroppar, säger hjärnforskaren Sonja Sudimac.I ett laboratorium på Max Planck-institutet i Berlin pågår ett experiment där hjärnforskaren Sonja Sudimac skannar hjärnan på en grupp om 63 försökspersoner. Målet är att undersöka vad som händer i deras amygdala, den delen av hjärnan som ska varna oss för faror, när de vistas i olika miljöer.– Amygdala är en av de äldsta delarna av hjärnan och spelar en central roll för rädsla och stress. Om vi är under kronisk stress ökar aktiviteten i amygdala och kan till och med få den att växa, vilket är skadligt för hjärnan, förklarar Sudimac.Stressade upp försökspersonernaFörsökspersonerna utsätts för stress genom att titta på bilder av människor i affekt och lösa svåra uppgifter. Därefter delas de in i två grupper: en som promenerar i skogen och en som vistas i stadsmiljö. Efter en timme återvänder alla till labbet för att få sina hjärnor skannade igen.En timmes promenad i stadsmiljö ledde till fortsatt hög aktivitet i en redan stressad amygdala. Men efter en timmes skogspromenad hade aktiviteten i amygdala minskat avsevärt.”Behöver inte tänka på någonting”Hundinfluencern Ellinor Fischbein, som har upplevt utmattning, känner igen känslan.– När jag absolut var på botten så var jag ute och gick i flera timmar. Jag tycker det är väldigt skönt att det inte finns några människor i skogen. Jag behöver inte tänka på någonting utan jag kan bara gå med min hund Elsa och vara i nuet.",Hälsa
1,Så kan bakterier avslöja en brottsplats,"Kampen mot kriminalitet kan få ett nytt kraftfullt verktyg. Med hjälp av bakterier och en ny AI, menar forskare att de kan fastslå var en person har befunnit sig.– Vi står inför en ny era för brottsbekämpning, säger genetikern Eran Elhaik som lett forskningen bakom den nya AI- modellen.När du ligger på stranden, tar i ett räcke på tunnelbanan eller handlar i en kiosk får du på dig information som inte går att se med blotta ögat. Nämligen mikrobiom – platsens unika uppsättning av bakterier.Nu har ett forskarlag från Lund utvecklat ett AI-verktyg som kartlägger mikrobiom och skapar unika fingeravtryck för varje plats.– Det här kan bli ett värdefullt verktyg för oss framöver. Är man på en brottsplats så plockar man upp spår. Det kan vara krutstänk och DNA. I det här fallet här har man riktat in sig på bakteriepopulationen, säger Lena Klasén, professor i digital forensik och chef vid polismyndigheten.Stor träffsäkerhetForskarlaget samlade in jordprover, marina prover och över 4 000 prover från kollektivtrafik i över 50 städer. Proverna digitaliserades och fick unika koder, som matades in i en AI-modell.– Vi analyserade stora mikrobiomdataset från städer, jord och hav och tränade en AI-modell att känna igen de unika mönstren, säger Eran Elhaik som är genetiker och en av författarna bakom studien.AI-modellen avgjorde med 90 procent träffsäkerhet var ett mikrobiom kommer ifrån.En ny era för forensikenNär den nya tekniken kan komma att användas i en polisutredning är oklart, men Lena Klasén tror att det kan gå snabbt tack vare AI. Hon ser fram emot att utöka verktygslådan för brottsutredningar.– Forensikens utveckling sträcker sig över mer än 100 år. Vi har lärt oss att analysera fingeravtryck, förstå blod och dra nytta av DNA. Det här är ett verktyg som ger oss tillgång till information vi tidigare inte kunnat nå.",Teknologi
1,Dystra mätningar inför FN:s klimatmöte COP29 i Azerbajdzjan: ”Ökade dödstal är toppen av isberget”,"När 2024 års klimattoppmöte COP29 drar igång i Azerbajdzjan, sker det efter en rad rapporter om rekordhög global temperatur. Och det är tydligare än någonsin tidigare hur klimatförändringarna påverkar människors hälsa, visar mätningar som gjorts.– Ökade dödstal är bara toppen av isberget, säger Marina Romanello, generaldirektör för The Lancet Countdown.The Lancet Countdown on Health and Climate Change analyserar klimatförändringarnas hot mot människors hälsa och överlevnad världen över. I år har tio av de 15 indikatorer som används för att mäta effekterna av klimatförändringarna nått rekordnivåer.– Det här är de mest oroande resultaten vi sett, säger Marina Romanello, generaldirektör för The Lancet Countdown.Utomhusträning mer riskfyllt framöverUnder 2023 upplevde 61 procent av världens landyta fler dagar med kraftig nederbörd än på 90-talet, vilket ökade riskerna för översvämningar och spridning av sjukdomar. Samma år utsattes människor för 50 fler dagar med hälsofarliga temperaturer än vad som varit fallet utan klimatförändringar.Torka drabbade 48 procent av landytan, vilket ledde till att 151 miljoner fler människor upplevde matbrist jämfört med åren 1981–2010. Värmen har också bidragit till 167 procent fler värmerelaterade dödsfall bland personer över 65 år sedan 90-talet.– Värmen påverkar inte bara dödstal, utan även sjukdomar kopplade till värmeexponering, vår möjlighet att träna utomhus och att jobba, säger Marina Romanello.Forskarnas budskap: Sluta mata eldenRapporten riktar skarp kritik mot regeringar och företag som fortsätter subventionera fossila bränslen. Som ett exempel skriver de hur 72 av 82 analyserade länder subventionerade fossila bränslen för 1,4 biljoner amerikanska dollar under 2022, vilket motsvarar mellan tio och 100 procent av de flesta länders hälso- och sjukvårdsbudgetar.Om resurserna istället investerades i folkhälsa och klimatanpassning skulle lidande minska och ekonomisk lönsamhet öka på lång sikt, menar forskarna.– De hälsomässiga effekterna på ekonomin är enorma. En frisk arbetskraft och en blomstrande befolkning är bra för ekonomin. Detta måste beaktas för att göra kloka investeringar, säger Marina Romanello.",Klimat
1,I dag kan cancerforskning få Nobelpris i kemi,"Mary-Claire King upptäckte tidigt den så kallade bröstcancergenen, BRCA, en upptäckt som har räddat många från att utveckla bröst- och äggstockscancer.– Hon är en forskare som använt sina kunskaper även i kampen för mänskliga rättigheter, säger vetenskapsreporter Bodil Appelquist.Mary-Claire King, som idag är 78 år, är en kvinna som trots stort motstånd ständigt fortsatt sin forskning och sin kamp för mänsklighetens bästa. När hon som ung forskare förstod att det fanns en stark ärftlighet för vissa bröstcancrar blev hon först hånad av forskarkollegor som menade att hon förenklade en så komplicerad sjukdom som cancer. Men hon fortsatte och lyckades till sist bevisa att mutationer en viss gen, BRCA, är starkt kopplade till bröst och äggstockscancer.Vad är den upptäckten så viktig?– I dag kan man ta reda på om man bär på den skadliga mutationen på BRCA 1 eller 2. Gör man det är risken att utveckla cancer stor. Då kan man välja att ta bort bröst och äggstockar för att undvika att utveckla cancer. Ett svårt beslut förstås men det kan rädda liv. Hennes forskning har också lett till behandlingar av cancer.Hur har hon arbetat med mänskliga rättigheter?– Dels engagerade hon sig redan på 60-70-talet i kampen mot krig, och under 80-talet använde hon sin forskarkompetens till att spåra upp och identifiera människor som försvann under den brutala militärdiktaturen i Argentina. Mary-Claire King utvecklade då en helt ny DNA-analys där man kunde spåra upp och identifiera barnbarn till mormödrar, barn som kidnappats av militärdiktaturen och sålts för adoption i andra länder.Men du tycker att ännu en cancerforskare skulle kunna belönas?– Ja, en annan cancerforskare som ofta nämns i Nobelsammanhang är amerikanen Bert Vogelstein. Han utvecklade nya sätt att studera cancer på 80-talet och lyckades, precis som Mary-Claire King, koppla cancer till vissa gener. Han kallas ibland för cancerdiagnostikens fader eftersom hans forskning har legat till grund för mycket diagnostik och behandling av många olika cancrar.Och om det inte blir ett cancerpris?– Det skulle också kunna bli ett energipris, och då närmare bestämt till japanen Katzunari Domen. Han forskar på nya sätt att skapa förnybar ren energi med hjälp av vatten och sol. Han har tagit fram material som kan absorbera solljus som sen användas för att dela upp vatten i sina beståndsdelar, vätgas och syrgas. Fortfarande är vätgas som kommersiell energikälla en bra bit bort, men målet, att få fram ren förnybar energi, tycks ändå närma sig.",Vetenskap
1,John Hopfield och Geoffrey Hinton får årets Nobelpris i fysik 2024,"Amerikanen John Hopfield och britten Geoffrey Hinton får årets Nobelpris i fysik. De prisas för sina upptäckter och uppfinningar inom maskininlärning och artificiella neuronnätverk.Årets Nobelpristagare i fysik har visat oss hur man kan få maskiner att tänka – som människor. I stället för hjärnans neuroner har maskinen noder som kan anta olika värden. De här noderna kan, precis som våra neuroner, tränas att kopplas ihop med varandra.”Årets pris handlar om maskiner som lär sig”, säger Hans Ellegren, ständig sekreterare för Kungliga Vetenskapsakademien.AI har 70-årig historiaFysikpristagarna har lagt grunden för Artificiell Intelligens, AI, som idag revolutionerar hela samhället. Men forskningsfältet AI har en nästan 70-årig historia, själva begreppet har funnits sedan 1955.Amerikanen John Hopfield kom på ett sätt att spara och återskapa mönster, med hjälp av atomernas fysiska egenskaper.Geoffrey Hinton vidarutvecklade sedan Hopfields nätverk och använde sig av statistisk fysik som arbetar med olika sannolikheter för att en bild ska uppstå.– Jag tror att AI kommer att ha ett enormt inflytande. Det kommer att vara jämförbart med den industriella revolutionen, sa Geoffrey Hinton på telefon under Kungliga Vetenskapsakademiens presskonferens.Geoffrey Hinton brukar kallas för AI:s gudfader på grund av sina banbrytande upptäckter om AI. Han har länge haft en hög position på företaget Google men hoppade av förra året. Han har blivit känd för sin kritik av AI.– Vi har ingen erfarenhet av hur det är att ha saker som är smartare än oss, sa Geoffrey Hinton på telefon under Kungliga Vetenskapsakademiens presskonferens.Artificiell intelligens har idag blivit var mans redskap. Den finns i våra mobiltelefoner och datorer. Dessutom har den blivit ett ovärderligt redskap för vetenskapen där AI bland annat används för att analysera stor mängd data.AI hallucinerar – och människor ocksåOch att AI inte riktigt går att lita på – det har många märkt av i olika chatbotar som Chat GPT. Den hittar helt enkelt på, hallucinerar.– Människor fabulerar också, halvsanning och saker man inte riktigt minns är typiskt i mänsklig konversation. Språkmodellerna gör precis som de flesta människor gör, sa Geoffrey Hinton i en intervju i Technology Review förra året.John Hopfield är född 1933 i Chicago, och Geoffrey Hinton är född i London 1947. Hinton är professor vid University of Toronto, medan Hopfield är professor vid Princeton i New Jersey, USA.",Vetenskap
1,Unik film: Se hur hjärnan byggs om under graviditeten,"Hjärnan krymper under graviditeten men den verkar också bli mer effektiv, visar ny forskning. För första gången kan vi följa hur den förändras genom hela graviditeten. Och försökspersonen, det var en av forskarna.– Vi såg dramatiska skillnader, och min hjärna minskade med fyra procent, säger Elizabeth Chrastil som är neurobiolog.I samband med Elizabeth Chrastils första graviditet fick hon idén att forska på sin egen hjärna. Under tre års tid genomgick hon 26 magnetkameraundersökningar (MRT) före, under och efter graviditeten.I dag är hennes son fyra och ett halvt år gammal och fullt frisk.– Jag hade en enkel graviditet. Jag fick ingen graviditetsdepression eller hjärndimma och födde vid utsatt tid, säger Elizabeth Chrastil som ingår i forskargruppen på University of California som genomförde studien.Hjärnan specialiserasBilderna från magnetkameran kunde sammanfogas till en kort film som visar att nervceller försvann, speciellt i de områden som är viktiga för att hantera sociala sammanhang. Det skulle kunna bero på att hjärnan mognar och specialiserar sig.MRT-bilderna kunde också visa en tillväxt av hjärnans så kallade vita substans under graviditetens första del. Den vita substansen består av nervtrådar som kopplar ihop nervcellerna så att de kommunicerar med varandra. Mer vit substans gör att kommunikationen flyter bättre.Strax efter graviditeten minskade hjärnans vita substans och gick tillbaka till den mängd som fanns före graviditeten.– Vetenskapligt är studien briljant och kittlande, säger Inger Sundström Poromaa, forskare i obstetrik och gynekologi vid Uppsala universitet.Kritik mot MRT-undersökningarDet finns inget belägg för att MRT är farligt för gravida, men i Sverige råder fortfarande en försiktighetsprincip. Inger Sundström Poromaa är kritisk till att det gjordes 15 MRT-undersökningar på en gravid kvinna.– Jag skulle inte våga säga att det är säkert. På det sättet kan jag tycka att den här forskningen är oetiskt utförd, utan att ta full hänsyn till vad det här faktiskt skulle kunna få för konsekvenser för barnet, säger Inger Sundström Poromaa.Studien är etikgodkänd av Irvine Human Subjects-kommittén vid University of California och publicerad i Nature Neuroscience.",Vetenskap
1,Ny modell visar: Så mycket mer klimatnytta kan världens skogar göra,"Nästan en tredjedel av allt kol som människan släppt ut sedan den industriella revolutionen skulle kunna bindas om existerande skog återställdes till full hälsa och förlorad skog återplanterades. Det visar ny forskning.En forskningsgrupp ledd av ekologen Thomas Crowther har kartlagt hur mycket koldioxid som skulle kunna bindas i världens skogar om de tilläts växa utan mänsklig påverkan. Beräkningarna visar att skyddet av de gamla naturskogarna är ännu mer effektfullt för klimatet än att plantera nya träd.Med hjälp av både återbeskogning av avverkade ytor och att låta redan existerande skog få bli gammal skulle världen kunna lagra ytterligare 226 gigaton kol, enligt deras forskning. Det är nästan en tredjedel av allt kol som människan släppt ut sedan den industriella revolutionen.– Det är en jättespännande möjlighet att åstadkomma massiv koldioxiduppfångning bara genom att skydda de ekosystem som vi har, säger Thomas Crowther.”Går inte att åstadkomma med massplanteringar”Anledningen till att gammal skog lagrar mer kol än den nyplanterade är bland annat att lagringen inte bara sker i träden, utan också i svamp, jord och mikroorganismer till exempel. Crowthers team visar att världens skogar i genomsnitt bara har nått 30 procent av sin fulla mognad på grund av mänsklig påverkan.– Det går inte att åstadkomma detta med hjälp av massplanteringar, eftersom kraften i naturen finns det komplexa, säger Thomas Crowther.",Klimat
1,Socialtjänsten får större ansvar för att förebygga brott,"Socialtjänsten ska få ett större ansvar när det gäller att förebygga brott, föreslår regeringen.– De som i dag är tre fyra eller fem år, ska inte vara gängkriminella när de är 13, 14 eller 15 år, säger socialtjänstministern Camilla Waltersson Grönvall (M) på en pressträff.Innan sommaren presenterade regeringen en ny socialtjänstlag som bland annat innebär att myndigheten ska arbeta mer förebyggande och ingripa tidigare.Nu vill regeringen införa komplement som handlar om myndighetens insatser när det gäller att förhindra brottslighet.Socialnämnden ska få ett tydligare brottsförebyggande ansvar som bland annat syftar till att förhindra att barn och unga rekryteras till kriminella gäng.– Vi ska stoppa och bryta den här rekryteringen, säger Camilla Waltersson Grönvall.Kan söka upp barn i gängkriminella miljöerKommunerna har sedan tidigare ett ansvar för att motverka brott. Men nu ska Socialtjänsten arbeta mer omfattande med till exempel riktade insatser mot enskilda individer.Ett exempel kan vara att polisen uppmärksammar en pojke som rör sig i gängkriminella miljöer och anmäler detta till socialtjänsten. Då måste socialtjänsten, enligt den nya lagen, arbeta aktivt och söka upp pojken och hans familj och erbjuda nödvändiga insatser, enligt TT.På grund av sekretessbestämmelser har det varit svårt att dela information om individer mellan polis, socialtjänst och skola.Minskad sekretess ska underlättaRegeringen har tidigare föreslagit att sekretessen ska brytas. Något som kommer underlätta för tidiga insatser, enligt socialtjänstministern.– I dag har vi inte möjlighet att sitta runt samma bord och prata om unga människor i risksituationer, det kommer också vara en viktig del i att ge socialtjänsten andra förutsättningar, säger Camilla Waltersson Grönvall.Finns det familjer som inte har erbjudits hjälp?– När polisen till exempel sitter på information som de av sekretesskäl inte kan lämna till socialtjänsten, är såklart risken överhängande.Förslaget föreslås träda i kraft nästa sommar. Den brottsförebyggande satsningen kostar 1,7 miljarder fram till 2028.",Samhälle
1,Fyra av tio elever brister i digital kompetens,"En stor andel elever saknar grundläggande digitala kunskaper och har svårt att värdera information.Det visar den internationella studien Icils som undersökt elever i årskurs 8.– I sociala medier är det ganska lätt att bli lurad, säger Oliver Petrin, elev på Råsunda centralskola i Solna.39 procent av eleverna i årskurs 8 saknar förmåga att värdera informations trovärdighet, relevans och användbarhet digitalt, enligt studien från Icils, International Computer and Information Literacy Study.– Det är oroväckande att en stor andel elever, och det gäller även i andra länder, saknar tillräckliga kunskaper i exempelvis källmedvetenhet och ansvarsfull användning av digitala verktyg, säger Anna Castberg, avdelningschef på Skolverket i ett pressmeddelande.Studien visar också att en nästan lika stor grupp, 41 procent, har grundläggande it-färdighet. Endast 20 procent kan lösa uppgifterna självständigt.Svårt att värdera källorElever som SVT Nyheter pratat med vittnar om att det kan vara knepigt att sålla bland information.– Det finns så många källor och det är väldigt svårt att veta vilka man kan lita på, så jag tycker källkritik kan vara svårt, säger Ivan Wesström, elev på Råsunda centralskola i Solna.”Inte unikt för Sverige”Anna Castberg menar att det är viktigt att eleverna får kunskap i att använda verktygen på ett ändamålsenligt sätt i skolan, men att det inte sker automatiskt idag.– Det är inte unikt för Sverige, men av stor betydelse för samhället. Det handlar om färdigheter som är en förutsättning för att kunna delta i skola, arbetsliv och som aktiv samhällsmedborgare, säger Anna Castberg, avdelningschef på Skolverket.Danmark bäst i NordenStudien har genomförts sedan 2013, men det är första året som Sverige deltar i undersökningen som genomförts tillsammans med 33 andra länder. Den undersöker två områden – dator- och informationskunskap och kunskap om programmering.I programmeringsdelen presterade 34 procent av de svenska eleverna på en låg eller mycket låg nivå.Sverige landar på genomsnittet för de deltagande EU/OECD-länderna. De svenska eleverna presterade på samma nivå som de norska. Bäst i norden var Danmark.",Teknologi
1,Klimatengagemanget kostade Marie jobbet på Energimyndigheten,"Marie blev av med sitt jobb på Energimyndigheten efter att hennes arbetsgivare fått reda på hennes engagemang i klimatrörelsen Rebellmammorna.Själv menar Marie att hon inte har gjort någonting fel – och FN riktar nu kritik mot regeringen.I oktober 2023 fick Marie jobb som gassamordnare på Energimyndigheten. Tjänsten är säkerhetsklassad för att skydda mot brott mot rikets säkerhet.Därför gjordes en säkerhetsprövning och Marie menar att hon då var tydlig med sitt klimatengagemang.– Jag har varit engagerad i flera organisationer men det var inte någonting som kom upp, menar hon.Dagar innan hennes provanställning avslutades fick hennes arbetsgivare reda på att hon har engagerat sig i Rebellmammorna där hon bland annat deltagit i demonstrationer och delat innehåll på sina sociala medier.I april 2024 blev Marie av med sin säkerhetsklassning och hennes provanställning avslutades. Energimyndighetens generaldirektör uppgav då till Svenska Dagbladet att det i bedömningen ingick fler faktorer än deltagandet i manifestationer men ville inte gå på detaljer.Energimyndigheten om säkerhetsklassningI ett pressmeddelande skrev Energimyndigheten att man vidtagit åtgärder eftersom ”engagemang i rörelser som aktivt förespråkar och i delar använder sig av civil olydnad som verktyg för att påverka opinion och beslutsfattare kan innebära ett hinder för att få upprätthålla en säkerhetsklassad tjänst”.Rebellmammorna är en del av den globala klimatrörelsen Extinction rebellion som uppmärksammats för att bland annat blockera vägar.– Men jag har inte gjort någon civil olydnad, säger Marie.Flera medier rapporterade om fallet och i samband med det skrev ministern för civilt försvar Carl-Oskar Bohlin (M) på X att han varit i kontakt med Energimyndighetens generaldirektör.”Sånt här ska helt enkelt inte få hända”, skrev han i ett inlägg.Ministern säger till SVT att kontakten inte rörde det specifika ärendet utan handlade om myndighetens säkerhetsskyddsarbete på en generell nivå. Men Miljöpartiet och Vänsterpartiet anmälde honom till konstitutionsutskottet och menade att han la sig i fallet.FN-kritiken: Verkar ha utsatts för trakasserierFN:s särskilda rapportör för Århuskonventionen Michel Forst skriver i ett brev till regeringen att Marie verkar ha utsatts för ”bestraffning, förföljelse och trakasserier” på grund av sitt klimatengagemang.Fackförbundet ST har lämnat in en anmälan till Justitiekanslern där de yrkar på att staten ska ge Marie ett skadestånd på 200 000 kronor. Energimyndigheten vill inte kommentera eftersom det pågår en process hos JK.ÅrhuskonventionenSverige undertecknade Århuskonventionen när den öppnades den 25 juni 1998 och ratificerades av Sverige 2005.I korta drag innebär konventionen att allmänheten har rätt till att ta del av miljöinformation, kunna delta i och överklaga miljöbeslut.Konventionen bygger på insikten att miljöarbetet måste vara förankrat hos allmänheten och att det kan förbättras genom allmänhetens påverkan på myndigheter och beslutsfattare.Michel Frost är FN:s särskilda rapportör för Århuskonventionen och har till uppgift att vidta åtgärder för att skydda alla personer som upplever eller står inför ett överhängande hot om bestraffning, förföljelse eller trakasserier för att de försöker utöva sina rättigheter enligt Århuskonventionen.FN:s särskilda rapportör har kritiserat regeringen och ministern för civilt försvar Carl-Oskar Bohlin och i ett brev till regeringen skriver att han är ”djupt oroad över Bohlins uttalanden i relation till att Maries anställning avslutats”..Ministerns svar i helhet:”Jag har tagit del av brevet och regeringen har svarat till Århuskonventionens specialrapportör. Som tidigare konstaterats var ärendet i fråga redan hanterat och avgjort när jag hade kontakt med den berörda myndigheten. Kontakten rörde heller inte det specifika ärendet i fråga, utan handlade om myndighetens säkerhetsskyddsarbete på en generell nivå.” skriver ministern för civilt försvar Carl-Oskar Bohlin till SVT Nyheter.",Klimat
1,Sverige anmäls för att missa klimatmålen – riskerar böter,"Miljöjuristerna och Naturskyddsföreningen anmäler den svenska regeringen för att inte klara EU:s klimatmål. De vill att EU-kommissionen granskar Sveriges nationella energi- och klimatplan.– Regeringen har fört en politik som är klimatfientlig, det är inte acceptabelt, säger Kristina Östman, klimatchef på Naturskyddsföreningen.Bedömer EU-kommissionen att planen bryter mot EU:s lagstiftning riskerar Sverige böter.– Regeringens agerande är olagligt, Vi befinner oss i en brinnande planetär kris, i det läget lyckas inte Sverige leva upp till ett enda av EU:s mål, säger Ida Edling på Miljöjuristerna.Organisationen har tidigare inom ungdomsorganisationen Aurora varit med och stämt staten för otillräcklig klimatpolitik i ett mål som nu kan tas upp i Högsta domstolen.Missar fyra målDet här bygger kritiken på: För stora utsläpp, för låg andel förnybar energi, för lite upptag av koldioxid i skogen. Enligt regeringens egen plan för energi och klimat kommer Sverige bryta mot de flesta viktiga punkter i EU:s klimatlagstiftning fram till 2030.Det handlar om fyra huvudpunkter:Svensk skog och mark ska öka upptaget av koldioxid med 8 miljoner ton till 2030. Det kräver ökad tillväxt genom plantering eller gödsling, eller minskad avverkning av skog. Det senare är inget regeringen räknar med. I skrivelsen beräknar man att CO2-upptaget från skogen blir mellan 7 och 19 miljoner ton per år lägre än EU:s krav.För utsläppen från transporter och den sektor som inte omfattas av utsläppshandel, har Sverige hittills klarat EU:s mål med marginal. Men i år ökar utsläppen rejält på grund av sänkt reduktionsplikt. Sverige väntas nu istället släppa ut mer än EU:s krav fram till 2030, då målet missas med fyra miljoner ton.Andel förnybar energi. Här är Sverige redan kanske bäst i klassen, men EU vill att alla länder också ska öka sin andel till 2030. Här finns inga bindande mål, men Sverige klarar inte den nivå EU formulerat.Energieffektivisering. Sverige ser ut att missa målet till 2030 rejält. Men regeringen tycker EU ska ta mer hänsyn till att Sverige behöver mycket ny energi till gröna satsningar.Flera länder anmälsSverige är ett av fem länder som i dag anmäls till EU-kommissionen för att ha en för svag klimatpolitik för att nå EU:s mål. Tyskland, Irland, Frankrike, och Italien anmäls också av lokala miljöorganisationer. Många länder har ännu inte lämnat en plan till EU.",Klimat
1,Regeringen säger nej till 13 havsbaserade vindkraftsparker,"Den havsbaserade vindkraften gör det svårare att försvara Sverige, menar Försvarsmakten.Nu stoppar regeringen 13 planerade parker i stora delar av Östersjön.På måndagen fattade regeringen beslut om 14 vindkraftsparker. Bara en får klartecken, medan 13 planerade parker inte kommer att få tillstånd att byggas.Parkerna i Östersjön, som var tänkta att placeras utanför Åland i norr längs med hela östkusten ned till Öresund, får nu avslag.– Regeringen anser att det skulle leda till oacceptabla konsekvenser för Sveriges försvar att bygga de aktuella projekten i Östersjöområdet, säger försvarsminister Pål Jonson (M) på en pressträff med klimat- och miljöminister Romina Pourmokhtari (L) och energi- och näringsminister Ebba Busch (KD).Problem vid robotanfallEnligt Pål Jonson har vindkraften en negativ påverkan på en rad av försvarets förmågor.Det handlar bland annat om sensorer och radar, där vindkraften gör det svårare att bedriva signalspaning. Det skulle även försvåra upptäckten av ubåtar och eventuella anfall från luften i händelse av krig, menar försvarsministern.– Både ballistiska robotar, och även kryssningsrobotar, är ett stort problem är man har havsbaserad vindkraft, säger Pål Jonson, som pekar ut Kaliningrad och Ryssland som potentiella hot.I andra Natoländer expanderar samtidigt vindkraften och i bland annat Polen planeras nya parker i Östersjön. Att Sverige nu går en annan väg har enligt Pål Jonsson delvis att göra med vilka olika förmågor ett land har.– Har man en stark signalspaningsförmåga och ett radarsystem som är viktigt, vi använder till exempel Patriot-systemet, skulle det få negativa konsekvenser om det vore havsbaserad vindkraft i vägen för sensorerna, säger Jonson.Klartecken för ny parkMåndagens besked kommer sedan Försvarsmakten förra veckan presenterade sin analys som kom fram till att de planerade vindkraftsparkerna längs stora delar av Östersjön skulle försvåra möjligheten att försvara Sverige.– Dagens besked är ett tufft besked att ge, säger energi- och näringsminister Ebba Busch (KD).– Det är samtidigt ett givet besked att ge med bakgrund av det säkerhetspolitiska läget och att vi tar försvaret av Sverige på allra största allvar, säger hon.Sedan tidigare har regeringen gett klartecken för två havsbaserade vindkraftsparker, Kattegatt Syd och Galene på västkusten. Nu får även västkustparken Poseidon utanför Stenungsund tillstånd att byggas.Poseidon rör sig om maximalt 81 vindkraftverk som kan bidra med 5,5 terawattimmar per år.",Klimat
